,1Y,2Y,3Y,5Y,10Y
1Y,0.0320069991212278,0.03325922575031625,0.03401072632499083,0.035255471532606004,0.03842796422487544
5Y,0.03927403696798191,0.040074861093956735,0.04007224645793198,0.041093228766576284,0.04363364552748292
10Y,0.04218923714031654,0.043115736403142445,0.044097124988140855,0.04624901920952426,0.05345752914372318
